BASKETID,BASKETTYPE,latitude,longitude,STREETNAME1,STREETNAME2,SECTION
30620011,S,40.6825709132,-73.9959852071,COURT ST,UNION ST,BKS062
30810063,R,40.6721915975,-73.9571819578,ST JOHNS PLACE,FRANKLIN AV,BKN081
31020069,H,40.6255279669,-74.0240198908,5 AV,80 ST,BKS102
30910096,S,40.6686592868,-73.9309530831,UTICA AV,EASTERN PKWY,BKN091
30210310,R,40.6976072542,-73.99312958,HENRY ST,CLARK ST,BKN021
31130033,S,40.6075059813,-74.0020655984,18 AV,85 ST,BKS113
31160094,D,40.6086841005,-73.9865147169,Street Name TBD,,BKS116
31320016,R,40.576743885,-73.9662113202,BRIGHTON BEACH AV,BRIGHTON 1 PL,BKS132
31530002,R,40.5874425155,-73.9550120213,E 14 ST,SHEEPSHEAD BAY RD,BKS153
31220035,S,40.6317998551,-73.9849561126,16 AV,48 ST,BKS122
30210217,C,40.6948627361,-73.9892088815,JOHNSON ST,ADAMS ST,BKN021
30740094,D,40.6452455915,-74.020553689,2 AV,57 ST,BKS074
31030048,R,40.6219504641,-74.0318866678,3 AV,88 ST,BKS103
31020059,S,40.6279971916,-74.0293783613,3 AV,80 ST,BKS102
31310025,S,40.5910795966,-73.9844143399,STILLWELL AV,BAY 47 ST,BKS131
30220163,S,40.6903414956,-73.9941731595,ATLANTIC AV,CLINTON ST,BKN022
31150054,S,40.6031296397,-73.9964221154,86 ST,21 AV,BKS115
31720056,H,40.6517327635,-73.9335272133,SCHENECTADY AVE,CHURCH AV,BKN172
31040021,S,40.6162991529,-74.0118363811,13 AV,82 ST,BKS104
31020013,H,40.62865791,-74.0231814626,5 AV,76 ST,BKS102
31020077,S,40.6287248584,-74.0290803508,3 AV,79 ST,BKS102
30140069,R,40.710173642,-73.9657151556,BROADWAY,BERRY ST,BKN014
30410106,R,40.701494284,-73.9233579648,KNICKERBOCKER AV,HART ST,BKN041
31210001,S,40.6259750512,-73.9941228134,60 ST,15 AV,BKS121
30650028,R,40.6675292822,-73.980842844,7 AVE,8 ST,BKS065
30220050,S,40.6825813011,-73.9823325466,3 AV,ST MARKS PLACE,BKN022
31730020,S,40.6461137475,-73.930002278,UTICA AV,BEVERLEY ROAD,BKN173
30330156,S,40.6870002743,-73.9419586957,GATES AV,THROOP AV,BKN033
30230019,R,40.6829313495,-73.9635170735,FULTON ST,ST JAMES PL,BKN023
30910049,S,40.6657480046,-73.9539236888,MONTGOMERY ST,ROGERS AV,BKN091
30640135,D,40.6721414625,-73.9695466779,Street Name TBD,,BKS064
31150009,S,40.599186451,-73.9896742474,86 ST,24 AV,BKS115
30320071,R,40.6808980458,-73.9513393176,ARLINGTON PL,MACON ST,BKN032
30320024,R,40.6887125097,-73.9597762001,LAFAYETTE AV,CLASSON AV,BKN032
30210317,D,40.6983343955,-73.9911988819,Street Name TBD,,BKN021
31840030,H,40.6220997128,-73.9172302549,RALPH AV,E 65 ST,BKS184
31130031,S,40.6087804965,-74.0048319904,86 ST,17 AV,BKS113
31150070,D,40.5982696069,-74.0004133886,Street Name TBD,,BKS115
31030119,S,40.6140558603,-74.0322644018,4 AV,,BKS103
30120064,R,40.7140403099,-73.9617502368,BEDFORD AV,S 1 ST,BKN012
30640087,S,40.6681774478,-73.9741515753,PROSPECT PARK W,3 ST,BKS064
30730002,S,40.640922957,-74.0036939408,8 AV,50 ST,BKS073
30920002,H,40.6637505554,-73.9341523053,EMPIRE BLVD,SCHENECTADY AV,BKN092
30640101,R,40.6705435652,-73.9782492641,7 AV,3 ST,BKS064
30910027,H,40.6676199904,-73.9310473311,UTICA AV,UNION ST,BKN091
30230088,R,40.6835952218,-73.9681147524,FULTON ST,VANDERBILT AV,BKN023
30330059,S,40.6800355081,-73.9401366311,FULTON ST,THROOP AV,BKN033
31130030,S,40.608645238,-74.0046173351,86 ST,17 AV,BKS113
30510042,R,40.6792788639,-73.8862783427,ASHFORD ST,FULTON ST,BKN051
31610114,S,40.6624311452,-73.9086607671,ROCKAWAY AV,LIVONIA AV,BKN161
30540018,R,40.669215217,-73.8950011837,PENNSYLVANIA AV,SUTTER AV,BKN054
31710002,S,40.6546642108,-73.9173081392,CHURCH AV,E 94 ST,BKN171
31320202,R,40.5766965238,-73.9819954576,MERMAID AV,W 15 ST/STILLWELL AV,BKS132
30520059,S,40.6812362351,-73.8800506821,FULTON ST,HALE AV,BKN052
30610010,S,40.6770223402,-73.9986808059,COURT ST,LUQUER ST,BKS061
31030098,R,40.6232685489,-74.0309124714,86 ST,3 AV,BKS103
30810144,R,40.6734371052,-73.9631416594,WASHINGTON AV,ST JOHNS PLACE,BKN081
31410067,S,40.6436028767,-73.9595569441,OCEAN AV,CORTELYOU RD,BKS141
31020047,S,40.6273115068,-74.0297084675,3 AV,81 ST,BKS102
30320012,R,40.6800457638,-73.9556154602,FRANKLIN AV,LEFFERTS PL,BKN032
30310120,H,40.6997816231,-73.941572169,Street Name TBD,,BKN031
30310068,S,40.6999562079,-73.9470314054,FLUSHING AV,TOMPKINS AV,BKN031
31730014,H,40.6554251942,-73.9309912199,UTICA AV,LENOX RD,BKN173
31750041,S,40.6416863019,-73.9334126396,AV D,E 46 ST,BKN175
30210056,H,40.6957749244,-73.984912585,TILLARY ST,BRIDGE ST,BKN021
30810165,R,40.6774099096,-73.9553540733,FRANKLIN AV,DEAN ST,BKN081
30210307,H,40.7028778427,-73.98795124,WATER ST,ANCHORAGE PL,BKN021
30340070,H,40.6818757247,-73.9346215528,MAC DONOUGH ST,LEWIS AV,BKN034
31150043,S,40.6077902932,-73.9874945594,BAY PKWY,STILLWELL AV,BKS115
30830102,R,40.6733771163,-73.9304812441,UTICA AV,PROSPECT PL,BKN083
31620139,H,40.6617272573,-73.9153425154,SARATOGA AV,LIVONIA AV,BKN162
31750007,S,40.6415274098,-73.9362537807,AV D,E 43 ST,BKN175
30510028,R,40.6779092323,-73.8915194043,VAN SICLEN AV,FULTON ST,BKN051
30740043,S,40.6385333908,-74.0173802658,5 AV,62 ST,BKS074
30210134,H,40.6938019037,-73.9831530737,,FLATBUSH AV EX,BKN021
30810184,D,40.6751125854,-73.9618405511,Street Name TBD,,BKN081
30630046,S,40.6790910524,-73.9784321984,5 AV,STERLING PL,BKS063
30310082,R,40.694825226,-73.9460041751,TOMPKINS AV,VERNON AV,BKN031
31250036,S,40.6353233643,-73.9782906441,MC DONALD AV,DITMAS AV,BKS125
30140051,H,40.7011493623,-73.9428796569,BROADWAY,THORNTON ST,BKN014
31320267,R,40.5776869314,-73.9552636614,BRIGHTON BEACH AV,BRIGHTON 15 ST,BKS132
31020135,D,40.6298418818,-74.040394986,Street Name TBD,,BKS102
30320033,H,40.6797518731,-73.9497787427,NOSTRAND AVE,HERKIMER ST,BKN032
31510062,S,40.6086310168,-73.958064584,KINGS HWY,E 15 ST,BKS151
30540104,S,40.6657110725,-73.8887259626,LIVONIA AV,VAN SICLEN AV,BKN054
30720105,S,40.6609977367,-73.9971855598,4 AV,24 ST,BKS072
30240187,S,40.6929720214,-73.9700158227,VANDERBILT AV,MYRTLE AV,BKN024
31320249,R,40.5756342345,-73.9780577942,Street Name TBD,,BKS132
31610087,S,40.6578184007,-73.9074985785,ROCKAWAY AV,LOTT AV,BKN161
30130052,R,40.7241330506,-73.9491790005,NASSAU AV,ECKFORD ST,BKN013
30320090,R,40.6822615005,-73.9534471026,BEDFORD AV,HANCOCK ST,BKN032
30510139,R,40.6720612187,-73.8937692069,PITKIN AV,VERMONT ST,BKN051
31820021,R,40.638340016,-73.9085251022,FLATLANDS AV,E 86 ST,BKS182
31040055,S,40.6231662048,-74.0041971621,13 AV,70 ST,BKS104
30720043,S,40.6495534269,-74.005968555,5 AV,42 ST,BKS072
30120005,R,40.7166526372,-73.9570512249,DRIGGS AV,N 6 ST,BKN012
31210020,S,40.6335737896,-74.0045520265,FT HAMILTON PKWY,59 ST,BKS121
30610053,S,40.6757017026,-74.0144649702,VAN BRUNT ST,VAN DYKE ST,BKS061
31040020,H,40.6303939681,-74.0092095071,65 ST,FT HAMILTON PKWY,BKS104
31010021,H,40.6347776109,-74.0202898537,5 AV,SENATOR ST,BKS101
30730040,S,40.6476102533,-74.0117331807,4 AV,48 ST,BKS073
30810203,D,40.6724395826,-73.9650689006,Street Name TBD,,BKN081
31440052,H,40.6250335658,-73.9605459449,AV J,E 16 ST,BKS144
30920066,S,40.6642086391,-73.9317893636,UTICA AV,MONTGOMERY ST,BKN092
30220121,S,40.6866849122,-73.9906593313,BERGEN ST,SMITH ST,BKN022
31610141,H,40.6764568551,-73.9166185706,ATLANTIC AV,SARATOGA AV,BKN161
30820131,R,40.6710181714,-73.9422083105,ST JOHNS PLACE,KINGSTON AV,BKN082
31610071,S,40.6566714261,-73.9037019984,MOTHER GASTON BLVD,HEGEMAN AV,BKN161
31710076,S,40.6553075492,-73.916301744,CHURCH AV,E 95 ST,BKN171
31520016,H,40.6098048916,-73.9563233642,E 17 ST,KINGS HWY,BKS152
30150043,S,40.7053004956,-73.9426720948,GRAHAM AV,MC KIBBIN ST,BKN015
30520031,S,40.6826461592,-73.8752001323,FULTON ST,CHESTNUT ST,BKN052
31620062,S,40.6836879104,-73.9147996196,THOMAS S BOYLAND ST,DECATUR ST,BKN162
30640037,S,40.6739740525,-73.9825745759,5 AV,1 ST,BKS064
31430001,S,40.638223992,-73.953652963,FLATBUSH AV,FOSTER AV,BKS143
30650037,S,40.6657340086,-73.9893814996,5 AV,15 ST,BKS065
30620025,S,40.6842306649,-73.9919366177,SMITH ST,BUTLER ST,BKS062
30410039,R,40.6999082724,-73.9401323593,BROADWAY,FAYETTE ST,BKN041
30910095,S,40.6686735486,-73.9312829812,UTICA AV,EASTERN PKWY,BKN091
30340084,H,40.6788887029,-73.9248165761,FULTON ST,BUFFALO AV,BKN034
30130089,D,40.7146323532,-73.9520733064,UNION AV,MEEKER AV,BKN013
30110063,R,40.725516552,-73.951985168,NORMAN AV,MANHATTAN AV,BKN011
30810158,R,40.6780274473,-73.9530483121,BEDFORD AV,PACIFIC ST,BKN081
30920087,S,40.6616317079,-73.9400967116,ALBANY AV,MAPLE ST,BKN092
31320166,R,40.5757315527,-73.9793971483,SURF AV,W 12 ST,BKS132
30140018,S,40.7042175189,-73.9585269027,LEE AV,HOOPER ST,BKN014
30810133,R,40.6781730516,-73.9550302821,FRANKLIN AV,PACIFIC ST,BKN081
30540023,S,40.6687592907,-73.8981174803,SUTTER AV,ALABAMA AV,BKN054
31210045,H,40.6287444503,-73.9881182551,16 AV,53 ST,BKS121
30240108,S,40.6964970833,-73.9772218536,PARK AVE,N ELLIOTT PL,BKN024
30650088,H,40.6680620522,-73.9836286496,9 ST,6 AV,BKS065
31010030,S,40.6353926226,-74.022986499,4 AV,68 ST,BKS101
30330035,R,40.6911029551,-73.9456538109,TOMPKINS AV,KOSCIUSZKO ST,BKN033
31160028,S,40.6050704998,-73.9808832164,KINGS HWY,W 8 ST,BKS116
31030075,H,40.6210493472,-74.0268045906,5 AV,87 ST,BKS103
30330090,H,40.6798338491,-73.9348732573,FULTON ST,LEWIS AV,BKN033
30320105,H,40.6802755248,-73.9514589634,Street Name TBD,,BKN032
30710012,S,40.6574789495,-73.9828064046,PROSPECT PARK W,18 ST,BKS071
31510018,S,40.6065646145,-73.963822141,KINGS HWY,E 9 ST,BKS151
30230114,S,40.6824859315,-73.9614150232,FULTON ST,GRAND AV,BKN023
30120099,R,40.7111269362,-73.9662785196,WYTHE AV,S 6 ST,BKN012
31860016,S,40.6224932628,-73.9370272293,FLATBUSH AV,KINGS HWY,BKS186
30110097,R,40.7286363959,-73.9538546114,MANHATTAN AV,NOBLE ST,BKN011
30310027,R,40.6954526593,-73.9407233804,MARCUS GARVEY BLVD,VERNON AV,BKN031
31320130,R,40.5774658702,-73.9611621219,BRIGHTON BEACH AV,BRIGHTON 6 ST,BKS132
30810151,C,40.6770996673,-73.972132815,FLATBUSH AV,CARLTON AV,BKN081
30810034,S,40.6773468589,-73.9634570821,WASHINGTON AV,ST MARKS AVENUE,BKN081
31220053,S,40.6295304198,-73.9872890383,16 AV,52 ST,BKS122
31610001,S,40.657237427,-73.9112735921,LOTT AV,AMBOY ST,BKN161
30120088,S,40.7133787232,-73.9581235571,ROEBLING ST,GRAND ST,BKN012
31250057,S,40.6356614858,-73.9757882304,DITMAS AV,E 3 ST,BKS125
30610018,R,40.6785280188,-73.9956756516,3 ST,SMITH ST,BKS061
31140015,S,40.6048616272,-73.9990179826,86 ST,BAY 23 ST,BKS114
31260032,S,40.6143215665,-73.9736687246,MC DONALD AV,AV N,BKS126
30730063,S,40.6411243273,-74.0034037439,8 AV,50 ST,BKS073
30640066,S,40.6718116634,-73.9843792251,5 AV,5 ST,BKS064
31250042,S,40.6429674238,-73.978665439,CHURCH AV,BEVERLEY ROAD,BKS125
30540036,S,40.6541954937,-73.887662803,COZINE AV,PENNSYLVANIA AV,BKN054
30310039,R,40.6967763703,-73.9352588763,BROADWAY,MYRTLE AV,BKN031
31410082,S,40.6473072797,-73.9578745925,FLATBUSH AV,ALBEMARLE RD,BKS141
30720040,S,40.6613470621,-73.9937344224,5 AV,21 ST,BKS072
31740054,S,40.6507717194,-73.9526307341,ROGERS AV,CHURCH AV,BKN174
30520100,S,40.6851300854,-73.8674733642,FULTON ST,GRANT AV,BKN052
30220136,S,40.6870938736,-73.98764418,PACIFIC ST,HOYT ST,BKN022
30910047,S,40.669541661,-73.9530534932,ROGERS AVE,EASTERN PKWY,BKN091
30150053,H,40.7012315589,-73.9423443768,BROADWAY,GRAHAM AVE,BKN015
31710020,S,40.6591183547,-73.9234515925,CLARKSON AV,E 93 ST,BKN171
31840012,H,40.6110702132,-73.919791001,Street Name TBD,,BKS184
30420144,R,40.7016590097,-73.9193006496,IRVING AV,STANHOPE ST,BKN042
30340094,S,40.6894835443,-73.9275727913,PATCHEN AV,QUINCY ST,BKN034
30120119,S,40.7183422042,-73.9595504715,BERRY ST,N 6 ST,BKN012
30310096,R,40.6965516491,-73.9349393289,BROADWAY,STUYVESANT AV,BKN031
30810062,R,40.6764514659,-73.9531712263,BEDFORD AV,BERGEN ST,BKN081
30710030,S,40.6579049755,-73.9828518341,PROSPECT PARK W,18 ST,BKS071
31030062,S,40.6166919334,-74.0274872339,92 ST,FT HAMILTON PKWY,BKS103
31520037,S,40.599431289,-73.9492170301,AV U,E 22 ST,BKS152
30120038,R,40.7189174706,-73.9567557306,BEDFORD AV,N 9 ST,BKN012
31430032,S,40.6326244946,-73.9471632036,Street Name TBD,,BKS143
31210080,S,40.6284233226,-73.9965226965,NEW UTRECHT AV,59 ST,BKS121
31410091,S,40.6519755045,-73.9589220026,FLATBUSH AV,LINDEN BLVD,BKS141
30810164,R,40.6752278695,-73.9564946493,FRANKLIN AV,PROSPECT PL,BKN081
30640044,S,40.6753043817,-73.9813805385,5 AV,CARROLL ST,BKS064
31310035,S,40.5941164449,-73.9805643414,86 ST,AV V,BKS131
30210180,H,40.7033510051,-73.9908024681,MAIN ST,WATER ST,BKN021
30650012,S,40.6656462953,-73.9828621442,7 AV,11 ST,BKS065
31530060,H,40.5834452253,-73.9478363856,EMMONS AV,OCEAN AV and E 21 ST,BKS153
30610011,R,40.6772857333,-73.9967272986,SMITH ST,4 PL,BKS061
31010091,S,40.6346858372,-74.0231723766,4 AV,BAY RIDGE AV,BKS101
31020052,S,40.6269299253,-74.0294201748,3 AV,81 ST,BKS102
30830053,S,40.6698459624,-73.9364083554,TROY AV,LINCOLN PL,BKN083
30510029,R,40.6728760343,-73.890214356,PITKIN AV,VAN SICLEN AV,BKN051
30920085,R,40.6609490896,-73.9508077126,NOSTRAND AV,MAPLE ST,BKN092
31550046,D,40.5931529014,-73.9648390916,OCEAN PKWY,AV W,BKS155
30340110,R,40.6909466171,-73.9364164943,LEWIS AV,VAN BUREN ST,BKN034
30340073,S,40.679597575,-73.9329437676,Street Name TBD,,BKN034
30510152,R,40.6771110704,-73.8969996088,PENNSYLVANIA AV,FULTON ST,BKN051
30320117,H,40.680880433,-73.9538089272,BEDFORD AV,FULTON ST,BKN032
31160011,S,40.6046511444,-73.9750309638,KINGS HWY,W 2 ST,BKS116
30830184,D,40.6685875133,-73.9244509237,Street Name TBD,,BKN083
31260024,S,40.6167069407,-73.9787300535,BAY PKWY,60 ST,BKS126
31750065,S,40.6342325467,-73.9474463779,NOSTRAND AV,GLENWOOD RD,BKN175
31040037,S,40.6198808279,-74.0080837071,13 AV,76 ST,BKS104
31040102,E,40.6165922694,-74.0146037771,12 AV,84 ST,BKS104
31010107,D,40.6361935013,-74.0373744555,Street Name TBD,,BKS101
30350014,S,40.6857240813,-73.9207154626,HOWARD AV,HANCOCK ST,BKN035
31410124,D,40.6493940671,-73.9690794629,Street Name TBD,,BKS141
30210234,C,40.6901445432,-73.9831792746,Street Name TBD,,BKN021
30130016,S,40.7260238934,-73.949304314,NORMAN AV,MC GUINNESS BLVD,BKN013
30610003,R,40.674807401,-73.9974999841,9 ST,SMITH ST,BKS061
31610038,S,40.674607898,-73.9109112998,ROCKAWAY AV,DEAN ST,BKN161
30820062,S,40.6753537553,-73.9390257311,ALBANY AV,BERGEN ST,BKN082
30410068,R,40.6952082578,-73.931765577,BROADWAY,HART ST,BKN041
30210168,H,40.7029775741,-73.9932059959,WATER ST,DOCK ST,BKN021
31620118,S,40.68302548,-73.9119263014,ROCKAWAY AV,BAINBRIDGE ST,BKN162
31740043,S,40.6384680964,-73.9480723197,FOSTER AV,NOSTRAND AV,BKN174
30910015,S,40.6698986245,-73.9580088467,FRANKLIN AV,UNION ST,BKN091
31820017,R,40.6435303628,-73.9011488315,FLATLANDS AV,ROCKAWAY PKWY/E 96 ST,BKS182
31160015,S,40.6046906447,-73.9778690389,KINGS HWY,W 5 ST,BKS116
31740074,S,40.6507279004,-73.9474818783,CHURCH AV,E 32 ST,BKN174
31030136,D,40.6158024844,-74.0377750291,SHORE RD,96 ST,BKS103
31510016,S,40.6068651972,-73.9638971375,KINGS HWY,E 9 ST,BKS151
30910131,D,40.6699494919,-73.954473969,Street Name TBD,,BKN091
30230164,C,40.6830257912,-73.9764317641,Street Name TBD,,BKN023
30630011,R,40.6758880638,-73.974678636,7 AV,LINCOLN PL,BKS063
31850032,S,40.6317596007,-73.9187637891,RALPH AV,FLATLANDS AV,BKS185
31040049,S,40.6214668418,-74.0059039587,13 AV,73 ST,BKS104
31430059,D,40.6310963533,-73.9566480207,E 21 ST,CAMPUS RD,BKS143
31610026,S,40.6714498266,-73.9168104685,SARATOGA AV,PARK PL,BKN161
31730065,S,40.6522792867,-73.9286326042,CHURCH AV,E 52 ST,BKN173
31740094,R,40.6509269207,-73.9497527826,NOSTRAND AV,CHURCH AV,BKN174
30350067,S,40.6828483503,-73.9201410299,HOWARD AV,DECATUR ST,BKN035
30730007,S,40.6439899711,-74.0112105651,5 AV,52 ST,BKS073
31150055,S,40.6020032063,-73.9935035525,86 ST,BAY PKWY,BKS115
30230153,H,40.6868415632,-73.9657151117,WASHINGTON AV,GREENE AV,BKN023
31730082,S,40.6530572544,-73.9229462327,E 58 ST,KINGS HWY,BKN173
30810126,S,40.6762859843,-73.9632854175,WASHINGTON AV,PROSPECT PL,BKN081
30110122,R,40.7194570127,-73.9562165141,N 10 ST,BEDFORD AV,BKN011
30630106,S,40.6760443185,-73.9718428794,Street Name TBD,,BKS063
30620050,R,40.6906408332,-73.9965305642,ATLANTIC AV,HENRY ST,BKS062
30110053,R,40.7272514928,-73.9526095145,MANHATTAN AV,MESEROLE AV,BKN011
30150061,R,40.7143677196,-73.9445471162,GRAHAM AV,METROPOLITAN AV,BKN015
30810208,D,40.6748738835,-73.9702757003,GRAND ARMY PLZ,VANDERBILT AV,BKN081
31260016,S,40.6169246483,-73.9784613547,BAY PKWY,60 ST,BKS126
31030091,H,40.6226372285,-74.0285874122,4 AV,86 ST,BKS103
30120130,S,40.7138786616,-73.9601873793,GRAND ST,DRIGGS AV,BKN012
30410161,R,40.699161966,-73.9232945713,WILSON AV,STOCKHOLM ST,BKN041
31160068,S,40.6129855019,-73.9820104061,Street Name TBD,,BKS116
30910001,S,40.6702837976,-73.9582863128,FRANKLIN AV,EASTERN PKWY,BKN091
31150004,S,40.5966386115,-73.9854668758,STILLWELL AV,86 ST,BKS115
30130092,D,40.7141635547,-73.9523861218,METROPOLITAN AV,MEEKER AV,BKN013
30630119,D,40.6730333049,-73.9709286589,PLAZA ST W,GRAND ARMY PLZ,BKS063
30910035,H,40.666824082,-73.9315511566,UTICA AV,PRESIDENT ST,BKN091
30320135,R,40.6852763316,-73.9507982172,NOSTRAND AV,MONROE ST,BKN032
31320328,R,40.5743048524,-73.9877521197,SURF AV,W 21 ST,BKS132
30540092,R,40.6664899532,-73.8833691178,LIVONIA AV,ASHFORD ST,BKN054
31440004,S,40.6270253969,-73.9653485228,CONEY ISLAND AV,AV I,BKS144
31150040,S,40.5992990947,-73.989119381,86 ST,24 AV,BKS115
30830044,S,40.6757925738,-73.9330692147,DEAN ST,SCHENECTADY AV,BKN083
31160065,S,40.5962412788,-73.9811265682,AV U,W 10 ST,BKS116
30410102,R,40.7015589865,-73.9228926231,KNICKERBOCKER AV,HART ST,BKN041
30630083,S,40.6812597804,-73.9769388082,5 AV,BERGEN ST,BKS063
31010061,S,40.6373240179,-74.02554214,3 AV,SENATOR ST,BKS101
30410018,R,40.7037033559,-73.9266254145,KNICKERBOCKER AV,JEFFERSON ST,BKN041
31740046,S,40.654291323,-73.9497031605,NOSTRAND AV,LENOX RD,BKN174
30320143,R,40.6880922196,-73.9550637768,BEDFORD AV,GREENE AV,BKN032
31620019,R,40.6693313546,-73.9117965039,PITKIN AV,CHESTER ST,BKN162
30730050,S,40.6459069554,-74.0134504743,4 AV,51 ST,BKS073
30230014,S,40.6870363149,-73.9747543784,LAFAYETTE AV,S PORTLAND AV,BKN023
30210298,H,40.7007731712,-73.9872924686,Street Name TBD,,BKN021
30620037,S,40.6860416797,-73.9943490417,COURT ST,BALTIC ST,BKS062
30920007,R,40.6626616616,-73.962455586,FLATBUSH AV,OCEAN AV,BKN092
30220159,S,40.6886003764,-73.992744087,COURT ST,DEAN ST,BKN022
31440068,S,40.6123775562,-73.9630652629,CONEY ISLAND AV,AV O,BKS144
30540008,S,40.6693174606,-73.8943106833,SUTTER AV,NEW JERSEY AV,BKN054
31530100,D,40.5867362585,-73.9571396262,HOMECREST AV,WILLIAMS CT,BKS153
30430098,S,40.6871091116,-73.9175957525,BROADWAY,JEFFERSON AV,BKN043
30350018,S,40.6867481002,-73.9209422566,HOWARD AV,JEFFERSON AV,BKN035
31140002,S,40.6067337112,-74.0022051089,86 ST,BAY 19 ST,BKS114
30920063,S,40.6623132957,-73.9535170722,LEFFERTS AV,ROGERS AV,BKN092
31730083,S,40.6518031936,-73.9312172706,CHURCH AV,E 49 ST,BKN173
31510040,S,40.5984620374,-73.9583599892,AV U,E 13 ST,BKS151
30210016,H,40.6948228609,-73.9869686811,JAY ST,TECH PL,BKN021
30320066,R,40.6860439104,-73.9505162236,NOSTRAND AV,GATES AV,BKN032
31620120,S,40.6822873,-73.9117613162,ROCKAWAY AV,CHAUNCEY ST,BKN162
31230059,S,40.6428386789,-73.9912557255,FT HAMILTON PKWY,40 ST,BKS123
31750003,S,40.6399386364,-73.9514849549,ROGERS AV,NEWKIRK AV,BKN175
30240163,C,40.6873349489,-73.9784538472,Street Name TBD,,BKN024
31240057,S,40.6194124643,-73.9826145721,60 ST,20 AV,BKS124
30420158,R,40.7003338212,-73.9127707773,WYCKOFF AV,LINDEN ST,BKN042
31010004,H,40.6318708417,-74.0218163973,5 AV,72 ST,BKS101
31620032,R,40.6794004888,-73.9109016256,ROCKAWAY AV,HULL ST,BKN162
31550027,S,40.5902829122,-73.9608121941,CONEY ISLAND AV,DUNNE CT,BKS155
30120081,S,40.7139385608,-73.9514151375,UNION AV,METROPOLITAN AV,BKN012
31430052,S,40.6341274301,-73.9480191978,NOSTRAND AV,GLENWOOD RD,BKS143
31040045,S,40.6211064326,-74.006835664,13 AV,74 ST,BKS104
30640128,D,40.6711473681,-73.9710598789,Street Name TBD,,BKS064
30920034,S,40.6635356018,-73.9370469115,EMPIRE BLVD,TROY AV,BKN092
31510126,D,40.6074600784,-73.9674718808,OCEAN PKWY,QUENTIN RD,BKS151
30210073,S,40.691987399,-73.9844987058,WILLOUGHBY ST,DUFFIELD ST,BKN021
31410038,S,40.6485764085,-73.9656242365,CHURCH AV,MARLBOROUGH RD,BKS141
31720023,H,40.6512860297,-73.9359270491,CHURCH AV,TROY AVE,BKN172
30830137,S,40.6735438276,-73.9223191568,RALPH AV,ST MARKS AVENUE,BKN083
30720079,S,40.650719788,-74.0078297544,4 AV,42 ST,BKS072
30930056,R,40.6558305152,-73.9601378027,FLATBUSH AV,PARKSIDE AV,BKN093
30240114,S,40.6916776909,-73.9693467284,VANDERBILT AV,WILLOUGHBY AV,BKN024
31710036,H,40.6581922309,-73.9248835525,CLARKSON AV,E 91 ST,BKN171
30910084,H,40.6690046782,-73.9420032302,KINGSTON AV,EASTERN PKWY,BKN091
30650089,S,40.6679610477,-73.9842088971,9 ST,6 AV,BKS065
30210029,H,40.691889322,-73.9827499575,WILLOUGHBY ST,FLATBUSH AV EX,BKN021
31320120,S,40.5798406056,-73.9600020073,CONEY ISLAND AV,OCEAN VIEW AV,BKS132
30910087,S,40.6691021305,-73.958764222,FRANKLIN AV,PRESIDENT ST,BKN091
30810022,S,40.6742348186,-73.9668293818,ST JOHNS PLACE,UNDERHILL AV,BKN081
31110013,S,40.6144140123,-73.9810538511,BAY PKWY,64 ST,BKS111
30210170,H,40.6932979636,-73.9793872561,ASHLAND PL,MYRTLE AV,BKN021
30210210,C,40.6957981994,-73.9838214717,TILLARY ST,DUFFIELD ST,BKN021
31710011,S,40.6601973174,-73.9218014335,CLARKSON AV,E 95 ST,BKN171
31870051,R,40.6087746861,-73.9325317856,AV S,E 34 ST,BKS187
31710013,S,40.6598592955,-73.921820848,CLARKSON AV,E 95 ST,BKN171
30650007,S,40.6645066103,-73.9833211839,7 AV,13 ST,BKS065
31160035,S,40.6047488237,-73.9782555981,KINGS HWY,W 5 ST,BKS116
30730056,S,40.6478930782,-74.0107453621,4 AV,47 ST,BKS073
31510092,H,40.6048589996,-73.9680565277,KINGS HWY,E 5 ST,BKS151
31030085,S,40.6185476798,-74.0289683437,5 AV,91 ST,BKS103
30140067,R,40.7033492322,-73.9571048891,PENN ST,LEE AV,BKN014
30210062,R,40.6980290453,-73.9946786386,CLARK ST,HICKS ST,BKN021
31410116,D,40.6487643365,-73.970630981,Street Name TBD,,BKS141
30630067,S,40.681666198,-73.9798820354,4 AV,ST MARKS PLACE,BKS063
30540110,S,40.6642807862,-73.8960614732,LIVONIA AV,GEORGIA AV,BKN054
30820177,D,40.6737447665,-73.9420048458,Street Name TBD,,BKN082
30710032,S,40.6614533658,-73.9863909116,7 AVE,PROSPECT AV,BKS071
30210093,S,40.7007172991,-73.991233275,OLD FULTON ST,HENRY ST,BKN021
30830161,S,40.6719216301,-73.9250686648,BUFFALO AV,PARK PL,BKN083
30540054,S,40.6574222604,-73.8878495052,VERMONT ST,STANLEY AV,BKN054
30640014,S,40.6724073592,-73.9707147434,PLAZA ST W,PROSPECT PARK W,BKS064
30240166,R,40.6938751209,-73.9632885284,MYRTLE AV,STEUBEN ST,BKN024
31150045,S,40.6025425457,-73.9929621402,BAY PKWY,85 ST,BKS115
30930095,D,40.6604144456,-73.9630510669,OCEAN AV,E LAKE DR,BKN093
30920021,S,40.6626854507,-73.9476842359,NEW YORK AV,LEFFERTS AV,BKN092
31730011,S,40.648295505,-73.9302159587,UTICA AV,TILDEN AV,BKN173
