BASKETID,BASKETTYPE,latitude,longitude,STREETNAME1,STREETNAME2,SECTION
30920078,H,40.6637949567,-73.9345443418,EMPIRE BLVD,SCHENECTADY AV,BKN092
30910118,D,40.6686805851,-73.9666519738,Street Name TBD,,BKN091
30650084,R,40.6701044954,-73.9885436309,9 ST,4 AV,BKS065
30920026,R,40.6617127734,-73.9509739452,NOSTRAND AV,LINCOLN RD,BKN092
31620106,R,40.6695004927,-73.9105248215,PITKIN AV,ROCKAWAY AV,BKN162
30740021,S,40.6424974783,-74.0132668243,5 AV,55 ST,BKS074
31220064,S,40.638919177,-73.9942783924,NEW UTRECHT AV,46 ST,BKS122
31220027,R,40.6345928896,-73.9931503621,13 AVE,50 ST,BKS122
30810089,S,40.6794987356,-73.9679943235,VANDERBILT AV,BERGEN ST,BKN081
30120047,C,40.7152977991,-73.9602490684,METROPOLITAN AV,BEDFORD AV,BKN012
31110001,S,40.6190229214,-73.9904542225,65 ST,18 AV,BKS111
30610049,S,40.6734070673,-74.0003672838,COURT ST,BUSH ST,BKS061
30540070,S,40.6601327198,-73.891537618,PENNSYLVANIA AV,HEGEMAN AV,BKN054
30650050,S,40.667719877,-73.9872100936,5 AV,11 ST,BKS065
31020121,R,40.6230405374,-74.0286808745,86 ST,4 AV,BKS102
30240053,R,40.6931993895,-73.9656210776,HALL ST,MYRTLE AV,BKN024
31540016,S,40.5917964056,-73.940373786,AV Y,NOSTRAND AV,BKS154
31040040,S,40.6200826391,-74.007387149,BAY RIDGE PKWY,13 AV,BKS104
31320238,S,40.5753962593,-73.9815184039,SURF AV,SCHWEIKERTS WALK,BKS132
30810188,D,40.6811445199,-73.9731632853,Street Name TBD,,BKN081
30210225,C,40.6901282728,-73.9818059827,FLATBUSH AV EX,DEKALB AVENUE,BKN021
30330166,S,40.6815604517,-73.9379251151,MARCUS GARVEY BLVD,MAC DONOUGH ST,BKN033
30350038,R,40.6920557741,-73.9269991818,BROADWAY,VAN BUREN ST,BKN035
30210054,S,40.7025522702,-73.9941349958,FULTON ST,EVERIT ST,BKN021
30720021,S,40.6626931052,-73.9952796329,4 AV,21 ST,BKS072
31750073,S,40.6421236148,-73.9266353389,AV D,E 53 ST,BKN175
30150097,S,40.7056143625,-73.9444551813,MANHATTAN AVE,BOERUM ST,BKN015
31320308,S,40.5750727764,-73.984588012,Street Name TBD,,BKS132
31430015,S,40.6322699799,-73.9474007693,FLATBUSH AV,NOSTRAND AV,BKS143
30640033,S,40.6699456704,-73.9787729905,7 AV,4 ST,BKS064
30710075,D,40.6577906844,-73.9739024157,PROSPECT PARK SW,CENTER DR,BKS071
31710035,S,40.6619094671,-73.9278046351,RUTLAND RD,E 92 ST,BKN171
30540056,S,40.6566938095,-73.8895388234,STANLEY AV,PENNSYLVANIA AV,BKN054
31550017,H,40.5973847541,-73.9679072493,AV U,E 4 ST,BKS155
30310071,S,40.6945165072,-73.955326186,MYRTLE AV,SPENCER ST,BKN031
30140028,R,40.7057269658,-73.9511105639,BROADWAY,RUTLEDGE ST,BKN014
30410098,R,40.6998704152,-73.9245409073,WILSON AV,HART ST,BKN041
30230068,S,40.6865441498,-73.9683759539,VANDERBILT AV,GREENE AV,BKN023
30420056,R,40.6901341913,-73.9228784227,BROADWAY,LINDEN ST,BKN042
30640006,S,40.6773467285,-73.9833610709,4 AV,UNION ST,BKS064
30930074,S,40.656046713,-73.9561578968,BEDFORD AV,PARKSIDE AV,BKN093
31210023,S,40.6289662432,-73.995995176,NEW UTRECHT AV,58 ST,BKS121
31440073,S,40.6344405475,-73.9619505602,Street Name TBD,,BKS144
31620061,S,40.6776282477,-73.910636133,ROCKAWAY AV,HERKIMER ST,BKN162
30510156,S,40.6685348889,-73.8996301465,SUTTER AV,HINSDALE ST,BKN051
30410049,R,40.7017660413,-73.9313143469,CENTRAL AV,GEORGE ST,BKN041
30520044,R,40.6788314253,-73.8670108728,LIBERTY AV,SHERIDAN AV,BKN052
31510024,S,40.6061980529,-73.9658024429,KINGS HWY,E 7 ST,BKS151
31130025,S,40.606123954,-74.0004388832,86 ST,19 AV,BKS113
31620191,D,40.6632568999,-73.9139441876,Street Name TBD,,BKN162
30330162,R,40.6885515382,-73.942216972,LEXINGTON AV,THROOP AV,BKN033
30220044,H,40.689285783,-73.9844124654,LIVINGSTON ST,ELM PL,BKN022
30150119,S,40.711153871,-73.9474072247,GRAND ST,LEONARD ST,BKN015
30340049,S,40.681784524,-73.9316034422,STUYVESANT AV,DECATUR ST,BKN034
30310030,R,40.6961685542,-73.9408753346,MARCUS GARVEY BLVD,MYRTLE AV,BKN031
30720020,S,40.6638288815,-73.9940802628,4 AV,19 ST,BKS072
31710052,H,40.6638520771,-73.9243154695,RUTLAND RD,E 96 ST,BKN171
30240017,S,40.6915045562,-73.9713557631,ADELPHI ST,WILLOUGHBY AV,BKN024
30620007,R,40.6811218495,-73.996294431,COURT ST,CARROLL ST,BKS062
30320020,R,40.6870638748,-73.9507138076,NOSTRAND AV,QUINCY ST,BKN032
31810021,R,40.6386942718,-73.8954740319,ROCKAWAY PKWY,AV L,BKS181
31440067,S,40.6126461169,-73.9631074003,CONEY ISLAND AV,AV O,BKS144
31410140,D,40.6550365217,-73.9625675602,Street Name TBD,,BKS141
31410086,S,40.6465542057,-73.970702261,CONEY ISLAND AV,CHURCH AV,BKS141
30410016,R,40.7032014405,-73.9263747437,KNICKERBOCKER AV,TROUTMAN ST,BKN041
31320298,R,40.575351178,-73.9820568937,SURF AV,W 15 ST,BKS132
31320175,S,40.5796918758,-73.9743975115,,NEPTUNE AV,BKS132
31160004,S,40.6056924929,-73.9832994322,KINGS HWY,W 10 ST,BKS116
30420034,R,40.6986783935,-73.9183683855,MYRTLE AV,KNICKERBOCKER AV,BKN042
30810095,R,40.6768642166,-73.9529828643,BEDFORD AV,DEAN ST,BKN081
30530007,S,40.6727320194,-73.8710607387,EUCLID AV,SUTTER AV,BKN053
30620083,S,40.6822930687,-73.9961480172,COURT ST,UNION ST,BKS062
31870029,R,40.6129821835,-73.9396923439,QUENTIN RD,E 32 ST,BKS187
31030132,D,40.6140430958,-74.037031123,SHORE RD,99 ST,BKS103
31260054,D,40.6118245948,-73.9679382421,AV O,OCEAN PKWY,BKS126
30620024,S,40.683589465,-73.9923482753,SMITH ST,DOUGLASS ST,BKS062
30730035,S,40.6486798099,-74.0099148617,4 AV,46 ST,BKS073
31820016,S,40.6419594188,-73.907522818,REMSEN AV,GLENWOOD RD,BKS182
30330023,R,40.6884682629,-73.9451212828,TOMPKINS AV,LEXINGTON AV,BKN033
31240043,S,40.6217783151,-73.9872032081,18 AV,60 ST,BKS124
31210065,S,40.6315534237,-73.9955707856,NEW UTRECHT AV,55 ST,BKS121
30610012,S,40.6777179538,-73.9983526869,COURT ST,4 PL,BKS061
31830015,S,40.6359710532,-73.8997064711,AV L,E 91 ST,BKS183
31610017,S,40.6748998346,-73.9167815528,SARATOGA AV,DEAN ST,BKN161
31210050,S,40.6319851229,-73.9949632494,13 AVE,54 ST,BKS121
31420062,D,40.6302442406,-73.9714270165,FOSTER AV,OCEAN PKWY,BKS142
30920088,R,40.6614187671,-73.9505294699,NOSTRAND AV,LINCOLN RD,BKN092
30650062,S,40.6708045506,-73.9847088,5 AV,6 ST,BKS065
30420038,R,40.6992348033,-73.9193084115,KNICKERBOCKER AV,HARMAN ST,BKN042
31040052,S,40.6223661745,-74.0050066939,13 AV,71 ST,BKS104
31720044,S,40.6516479546,-73.9353294693,CHURCH AV,E 45 ST,BKN172
30140009,R,40.7019519111,-73.9560297712,HEYWARD ST,LEE AV,BKN014
30720083,S,40.6531796671,-74.0052308657,4 AV,38 ST,BKS072
31610044,S,40.6727590356,-73.9197449775,HOWARD AV,PROSPECT PL,BKN161
30510065,R,40.6791828417,-73.8874457531,FULTON ST,WARWICK ST,BKN051
30230160,S,40.6863067586,-73.9703320748,GREENE AV,ADELPHI ST,BKN023
30210082,H,40.6922584406,-73.984477274,WILLOUGHBY ST,DUFFIELD ST,BKN021
31730035,H,40.6563433036,-73.9311004845,UTICA AV,CLARKSON AV,BKN173
30610041,S,40.6789166581,-74.010660977,VAN BRUNT ST,PIONEER ST,BKS061
30520032,R,40.6787736512,-73.8654695716,LIBERTY AV,ELDERT LA,BKN052
31730039,S,40.6497192474,-73.9162563657,REMSEN AV,AV B,BKN173
30330036,R,40.6808577889,-73.9435857218,TOMPKINS AV,MAC DONOUGH ST,BKN033
31030102,H,40.6212408477,-74.0261304778,86 ST,5 AV,BKS103
31520070,S,40.5988432475,-73.9546779311,AV U,E 17 ST,BKS152
30220129,H,40.6879802478,-73.9839299454,SCHERMERHORN ST,BOND ST,BKN022
30410105,R,40.6995883179,-73.9240274248,DEKALB AVENUE,WILSON AV,BKN041
30420036,S,40.7010350709,-73.9140550845,WYCKOFF AV,MENAHAN ST,BKN042
31620153,S,40.6672453944,-73.9102844742,SUTTER AV,ROCKAWAY AV,BKN162
30220002,H,40.6888543442,-73.9833382607,LIVINGSTON ST,BOND ST,BKN022
31130035,S,40.6021498302,-73.9938468759,BAY PKWY,86 ST,BKS113
30410074,R,40.694696453,-73.9309034988,BROADWAY,LAWTON ST,BKN041
30920114,R,40.6648365345,-73.9512297857,NOSTRAND AV,SULLIVAN PL,BKN092
31510091,H,40.6040489408,-73.972001058,MC DONALD AV,KINGS HWY,BKS151
30920038,H,40.6633722142,-73.9319107462,UTICA AV,EMPIRE BLVD,BKN092
31440024,S,40.6180385731,-73.9583266412,AV M,E 17 ST,BKS144
30140027,C,40.705680619,-73.9601120655,LEE AV,ROSS ST,BKN014
30650019,S,40.6662713179,-73.9823249885,7 AV,10 ST,BKS065
30340089,R,40.6806145414,-73.9288020937,MALCOLM X BLVD,CHAUNCEY ST,BKN034
31410120,D,40.6490731447,-73.969851251,Street Name TBD,,BKS141
30910129,D,40.6708210032,-73.9594332058,Street Name TBD,,BKN091
31250068,D,40.6386984495,-73.9730205084,CORTELYOU RD,OCEAN PKWY,BKS125
30920095,S,40.6607103465,-73.9626917551,OCEAN AV,LINCOLN RD,BKN092
30510071,S,40.6733059118,-73.8960347801,PENNSYLVANIA AV,GLENMORE AV,BKN051
30140003,S,40.702453177,-73.9560451176,LEE AV,RUTLEDGE ST,BKN014
31010006,H,40.6307684729,-74.0218957822,5 AV,73 ST,BKS101
31420045,S,40.6364968987,-73.9681996733,CONEY ISLAND AV,DITMAS AV,BKS142
30150057,S,40.7115281259,-73.9437037178,GRAND ST,GRAHAM AV,BKN015
31620074,R,40.6684573185,-73.9180344707,PITKIN AV,LEGION ST,BKN162
31010103,D,40.639051476,-74.0368673747,BAY RIDGE AV,SHORE RD,BKS101
31160074,S,40.5969362937,-73.9748568351,AV U,VAN SICKLEN ST,BKS116
30720052,S,40.6608065605,-73.9942892331,5 AV,22 ST,BKS072
30430013,R,40.694653259,-73.9112881776,KNICKERBOCKER AV,CORNELIA ST,BKN043
31610122,S,40.6556879933,-73.9102718536,THOMAS S BOYLAND ST,HEGEMAN AV,BKN161
31320311,S,40.5749228011,-73.9856004621,Street Name TBD,,BKS132
31210076,R,40.6333501207,-73.994105275,13 AVE,52 ST,BKS121
31750011,S,40.6425009607,-73.9256841487,AV D,E 54 ST,BKN175
31530046,H,40.5831792615,-73.9509428524,EMMONS AV,E 16 ST/SHEEPSHEAD BAY RD,BKS153
31020029,S,40.6244013891,-74.030465924,3 AV,85 ST,BKS102
30240167,R,40.6939031018,-73.9630304166,MYRTLE AV,STEUBEN ST,BKN024
30110066,C,40.7191235998,-73.9565421354,BEDFORD AV,N 9 ST,BKN011
30210092,H,40.6946870798,-73.9945129369,MONTAGUE ST,HENRY ST,BKN021
30150021,S,40.703924291,-73.9424370587,GRAHAM AV,MOORE ST,BKN015
30720027,S,40.6651716151,-73.9934215898,4 AV,17 ST,BKS072
31160017,S,40.6049031276,-73.97697201,KINGS HWY,W 4 ST,BKS116
30230096,R,40.6865097015,-73.9752839602,FULTON ST,S ELLIOTT PL,BKN023
30410019,R,40.7060863584,-73.9223996078,WYCKOFF AV,STARR ST,BKN041
30610081,D,40.6744864458,-73.9998344521,COURT ST,GARNET ST,BKS061
30510165,D,40.6842823757,-73.8849698226,Street Name TBD,,BKN051
30320139,R,40.6799833017,-73.9493758051,NOSTAND AV,HERKIMER ST/FULTON ST,BKN032
31040098,E,40.6154326828,-74.0157718004,86 ST,12 AV,BKS104
31310003,S,40.5874491884,-73.9606429683,CONEY ISLAND AV,AV Z,BKS131
30830154,S,40.6759997187,-73.9220867153,RALPH AV,PACIFIC ST,BKN083
30630108,C,40.6756910074,-73.9715993416,FLATBUSH AV,8 AV,BKS063
30640001,S,40.6690302039,-73.9734099559,PROSPECT PARK W,2 ST,BKS064
30110023,R,40.7364077668,-73.9554682609,MANHATTAN AV,CLAY ST,BKN011
31160076,S,40.6050333029,-73.9779334973,KINGS HWY,W 5 ST,BKS116
30740087,S,40.6377169836,-74.006979543,8 AV,56 ST,BKS074
30510059,R,40.6789830448,-73.8880636619,FULTON ST,JEROME ST,BKN051
30350052,S,40.6798729402,-73.9219360087,RALPH AV,SUMPTER ST,BKN035
30230044,S,40.6862000075,-73.9713098073,GREENE AV,CARLTON AV,BKN023
31850019,H,40.6188215299,-73.9256312611,AV N,E 51 ST,BKS185
30210020,H,40.6901897077,-73.9826826361,DEKALB AVENUE,BOND ST,BKN021
30730048,S,40.6439312775,-74.015602564,4 AV,55 ST,BKS073
30210017,H,40.6915427568,-73.9849850555,Street Name TBD,,BKN021
30650076,R,40.6685487387,-73.9899096409,4 AV,12 ST,BKS065
31740092,R,40.6511167626,-73.949463399,CHURCH AV,NOSTRAND AV,BKN174
31160043,H,40.597100735,-73.9734185921,MC DONALD AV,AV U,BKS116
31410069,S,40.6487777131,-73.9651311515,CHURCH AV,BUCKINGHAM RD,BKS141
30620036,S,40.6858738809,-73.9940654375,COURT ST,BALTIC ST,BKS062
30830165,S,40.6720689604,-73.9282334341,ROCHESTER AV,PARK PL,BKN083
30330188,S,40.6822079715,-73.9380144425,MARCUS GARVEY BLVD,MACON ST,BKN033
30240070,S,40.6893228061,-73.9678438472,DEKALB AVENUE,CLINTON AV,BKN024
31510141,D,40.6070749994,-73.9673998922,OCEAN PKWY,QUENTIN RD,BKS151
30810083,R,40.6765045922,-73.9716696248,FLATBUSH AV,STERLING PL,BKN081
31320079,R,40.5757849307,-73.981538722,SURF AV,STILLWELL AV,BKS132
30650112,S,40.666984564,-73.9884752182,5 AV,13 ST,BKS065
31520035,S,40.5998216182,-73.9487232758,AV U,E 23 ST,BKS152
30910089,S,40.669021359,-73.9583572877,FRANKLIN AV,PRESIDENT ST,BKN091
30240061,S,40.6934913691,-73.9667362947,MYRTLE AV,WASHINGTON AV,BKN024
31520028,S,40.5996375562,-73.9473632837,AV U,E 24 ST,BKS152
30320170,R,40.6896034802,-73.9482891981,MARCY AV,CLIFTON PL,BKN032
30220151,S,40.6876754612,-73.9872148959,ATLANTIC AV,HOYT ST,BKN022
30520047,S,40.6755180838,-73.8701547074,PITKIN AV,CRESCENT ST,BKN052
30120043,R,40.7167263242,-73.9586753987,BEDFORD AV,N 5 ST,BKN012
30150103,H,40.7035528416,-73.9432585498,Street Name TBD,,BKN015
30720110,S,40.6542887723,-74.0047452699,4 AV,36 ST,BKS072
30730044,S,40.6453290833,-74.0133952261,4 AV,52 ST,BKS073
30520034,S,40.6790523614,-73.865554845,LIBERTY AV,ELDERT LA,BKN052
30140013,R,40.6999768874,-73.9534648333,WALLABOUT ST,LEE AV,BKN014
31740061,R,40.6524512191,-73.9499233188,LINDEN BLVD,NOSTRAND AV,BKN174
31320022,S,40.5819319194,-73.9607827234,NEPTUNE AV,BRIGHTON 8 ST,BKS132
31250050,S,40.6354263673,-73.977804097,MC DONALD AV,DITMAS AV,BKS125
30210124,H,40.6934726461,-73.9823924407,Street Name TBD,,BKN021
30310048,S,40.6942050441,-73.9577609312,MYRTLE AV,FRANKLIN AV,BKN031
30640130,D,40.6679886888,-73.9736785569,PROSPECT PARK W,WEST DR,BKS064
31020104,H,40.629284439,-74.0228955376,BAY RIDGE PKWY,5 AV,BKS102
30310083,R,40.6943886858,-73.9434111967,THROOP AV,WILLOUGHBY AV,BKN031
30730024,S,40.6464233003,-74.0091800089,5 AV,48 ST,BKS073
30210008,S,40.7017001635,-73.986850619,JAY ST,YORK ST,BKN021
30240066,S,40.6962368322,-73.9706128189,VANDERBILT AV,PARK AVE,BKN024
31320179,S,40.5803600552,-73.9665225453,NEPTUNE AV,BRIGHTON 1 ST,BKS132
30620086,R,40.6809587417,-73.9967917473,COURT ST,CARROLL ST,BKS062
31020054,H,40.6235547825,-74.0252386385,5 AV,83 ST,BKS102
31820014,R,40.6352907015,-73.9132874675,FLATLANDS AV,E 80 ST,BKS182
31520042,S,40.6098029989,-73.9553675721,KINGS HWY,E 18 ST,BKS152
31510069,S,40.5983918287,-73.9614000287,CONEY ISLAND AV,AV U,BKS151
30330121,S,40.6807366596,-73.9373425884,MARCUS GARVEY BLVD,DECATUR ST,BKN033
31420005,S,40.6313893861,-73.9762080193,18 AV,E 2 ST,BKS142
30820127,S,40.6695901997,-73.9395967575,ALBANY AV,EASTERN PKWY,BKN082
31510031,S,40.5986745042,-73.9564984257,AV U,E 15 ST,BKS151
31110017,S,40.6149616416,-73.9804994917,BAY PKWY,63 ST,BKS111
30820141,H,40.6766671928,-73.9496599063,NOSTRAND AV,DEAN ST,BKN082
31040119,E,40.6180821149,-74.0202283555,86 ST,10 AV,BKS104
31610005,S,40.6723657723,-73.9167155298,SARATOGA AV,PROSPECT PL,BKN161
30740077,S,40.6385149719,-74.0205100488,4 AV,64 ST,BKS074
30150080,S,40.7062333462,-73.9464949698,Street Name TBD,,BKN015
31040031,S,40.6185837258,-74.0089414799,13 AV,78 ST,BKS104
31410121,D,40.6501206375,-73.9672335279,Street Name TBD,,BKS141
30630073,S,40.6797163285,-73.9811571721,4 AV,BUTLER ST,BKS063
30130003,S,40.7256602243,-73.9419041226,NASSAU AV,KINGSLAND AV,BKN013
30740006,S,40.6377596866,-74.0074735407,8 AV,56 ST,BKS074
31620070,R,40.6686508552,-73.9164751814,PITKIN AV,STRAUSS ST,BKN162
31150047,S,40.6053393508,-73.9900199913,BAY PKWY,80 ST,BKS115
30640053,S,40.676193449,-73.980366406,5 AV,UNION ST,BKS064
30110015,R,40.7310134832,-73.9545869912,MANHATTAN AV,KENT ST,BKN011
30920013,S,40.663333928,-73.9569766182,EMPIRE BLVD,BEDFORD AV,BKN092
30350060,H,40.6787188391,-73.9166573985,FULTON ST,SARATOGA AV,BKN035
30210166,S,40.699203507,-73.996231528,Street Name TBD,,BKN021
31550042,D,40.590912707,-73.9653246933,OCEAN PKWY,AV X,BKS155
31110009,S,40.6128529176,-73.9827047889,BAY PKWY,67 ST,BKS111
30330189,S,40.6845392395,-73.943963212,PUTNAM AV,TOMPKINS AV,BKN033
30240122,R,40.6881385777,-73.9675836387,LAFAYETTE AV,CLINTON AV,BKN024
31040115,E,40.6173579206,-74.017483965,11 AV,85 ST,BKS104
30310097,R,40.6938347319,-73.9314631879,MALCOLM X BLVD,DEKALB AVENUE,BKN031
30620023,S,40.6833304052,-73.9925279528,SMITH ST,DOUGLASS ST,BKS062
30720004,S,40.6492552753,-74.0062599292,5 AV,43 ST,BKS072
30140043,C,40.706247255,-73.9607803102,LEE AV,WILSON ST,BKN014
31710034,S,40.6585246153,-73.92901534,WINTHROP ST,E 52 ST,BKN171
31320226,R,40.5745289964,-73.988527895,SURF AV,W 22 ST,BKS132
30510099,R,40.6779993538,-73.8927380064,FULTON ST,MILLER AV,BKN051
31610130,S,40.6571210852,-73.903160529,Street Name TBD,,BKN161
31530097,D,40.5913327246,-73.9452373566,BEDFORD AV,AV Y,BKS153
30820089,R,40.6708778269,-73.95056784,NOSTRAND AV,LINCOLN PL,BKN082
31220014,R,40.6337437467,-73.9932546723,13 AVE,51 ST,BKS122
30210273,H,40.6937434885,-73.9816469463,Street Name TBD,,BKN021
30510143,R,40.6785050931,-73.9031131566,Street Name TBD,,BKN051
31150018,S,40.6008181901,-73.9923722339,86 ST,BAY 32 ST,BKS115
30910011,S,40.6687778511,-73.9507874747,NOSTRAND AV,UNION ST,BKN091
31730015,S,40.6521647482,-73.9266899777,CHURCH AV,E 54 ST,BKN173
30740086,S,40.6349407002,-74.0098655993,8 AV,61 ST,BKS074
31320020,H,40.5764742923,-73.9679683252,BRIGHTON BEACH AV,OCEAN PKWY,BKS132
31220003,R,40.6359710095,-73.9909252312,13 AVE,47 ST,BKS122
30210038,H,40.6919203887,-73.9832244045,WILLOUGHBY ST,ALBEE SQ,BKN021
31030115,S,40.620276583,-74.0291495105,4 AV,89 ST,BKS103
30710034,S,40.6617142554,-73.9860901366,7 AV,PROSPECT AV,BKS071
31410109,D,40.6509985169,-73.9649340238,CATON AV,PARADE PL,BKS141
31250078,D,40.6431796103,-73.9742693143,BEVERLEY ROAD,OCEAN PKWY,BKS125
31510100,H,40.5976123577,-73.9685396392,AV U,E 3 ST,BKS151
30740093,S,40.6422806442,-74.0135230476,5 AV,55 ST,BKS074
31830006,S,40.6373282763,-73.8975812122,AV L,E 94 ST,BKS183
30620067,R,40.6826998704,-73.992950825,SMITH ST,DE GRAW ST,BKS062
30720102,S,40.6540957969,-74.003687234,Street Name TBD,,BKS072
31620119,S,40.6654424615,-73.9098316012,ROCKAWAY AV,BLAKE AV,BKN162
31230020,S,40.640756744,-73.9938320474,FT HAMILTON PKWY,44 ST,BKS123
31020130,D,40.6269508435,-74.0409238955,Street Name TBD,,BKS102
31870040,S,40.6134307657,-73.9389096694,QUENTIN RD,E 33 ST,BKS187
31020090,S,40.6264430389,-74.0295907395,3 AV,82 ST,BKS102
31320006,R,40.5777403841,-73.9617739652,BRIGHTON BEACH AV,BRIGHTON 6 ST,BKS132
30320136,R,40.6834145268,-73.9500204707,NOSTRAND AV,JEFFERSON AV,BKN032
30630024,R,40.677624708,-73.973513643,7 AV,PARK PL,BKS063
31610149,R,40.6702788338,-73.9078225638,PITKIN AV,WATKINS ST,BKN161
31730095,H,40.6514144209,-73.9331099048,SCHENECTADY AVE,CHURCH AV,BKN173
30720006,S,40.6501353852,-74.0053906073,5 AV,41 ST,BKS072
30220025,H,40.6894257216,-73.9888240679,SMITH ST,STATE ST,BKN022
31260049,D,40.6192554899,-73.9696497119,OCEAN PKWY,AV L,BKS126
30740032,S,40.6406487466,-74.0147378093,5 AV,58 ST,BKS074
30330139,R,40.6841293883,-73.9438519228,TOMPKINS AV,JEFFERSON AVE,BKN033
30210171,H,40.7014300193,-73.9865887864,JAY ST,YORK ST,BKN021
30340087,S,40.680927468,-73.9258013095,PATCHEN AV,CHAUNCEY ST,BKN034
30630030,S,40.6806400605,-73.9752888125,FLATBUSH AV,BERGEN ST,BKS063
31240075,S,40.6254626264,-73.9910826442,16 AV,59 ST,BKS124
31030029,S,40.6181154729,-74.0334222393,3 AV,94 ST,BKS103
30540061,S,40.6589126026,-73.888977659,VERMONT ST,LINDEN BLVD,BKN054
31740065,S,40.6509969213,-73.9475082847,CHURCH AV,RALEIGH PL,BKN174
30650104,S,40.6659607272,-73.9759014729,PROSPECT PARK W,7 ST,BKS065
30220147,R,40.6938035422,-73.9994042714,FURMAN ST,JORALEMON ST,BKN022
31020023,S,40.6237475061,-74.0311617335,86 ST,3 AV,BKS102
30420103,R,40.6895095341,-73.9218005355,BROADWAY,GATES AV,BKN042
31020075,H,40.6251130162,-74.0242132545,5 AV,81 ST,BKS102
30220056,H,40.690914964,-73.9919601613,COURT ST,SCHERMERHORN ST,BKN022
30350076,S,40.6832922453,-73.922596126,RALPH AV,MAC DONOUGH ST,BKN035
31510138,D,40.5998905202,-73.9660466347,AV T,OCEAN PKWY,BKS151
30510002,R,40.6782598053,-73.890927586,FULTON ST,HENDRIX ST,BKN051
31620023,S,40.668645949,-73.9077531169,WATKINS ST,BELMONT AV,BKN162
30650102,S,40.6653935444,-73.9763962932,PROSPECT PARK W,8 ST,BKS065
30930067,S,40.6564075985,-73.9499548432,NOSTRAND AV,PARKSIDE AV,BKN093
31530021,H,40.5834055678,-73.9485991037,EMMONS AV,E 19 ST/OCEAN AV,BKS153
30220219,C,40.6861634334,-73.9792906953,FLATBUSH AV,SCHERMERHORN ST,BKN022
30230143,S,40.6879340564,-73.9628767593,GRAND AV,CLIFTON PL,BKN023
31740070,S,40.6540220427,-73.9497455669,NOSTRAND AV,LENOX RD,BKN174
30650100,S,40.6645683771,-73.97709523,9 ST,PROSPECT PARK W,BKS065
30720030,S,40.650372324,-74.0050938599,5 AV,41 ST,BKS072
30410063,R,40.6980122233,-73.9367573829,BROADWAY,ARION PL,BKN041
30620049,R,40.6901189578,-73.9946103081,ATLANTIC AV,CLINTON ST,BKS062
30420081,R,40.6980785906,-73.9173071822,KNICKERBOCKER AV,MENAHAN ST,BKN042
30930094,D,40.6576946003,-73.9440617587,Street Name TBD,,BKN093
31510111,S,40.6090624589,-73.9691659318,AV P,E 5 ST,BKS151
31530092,S,40.5868232284,-73.9527380118,Street Name TBD,,BKS153
31750026,R,40.6411105226,-73.9483039068,NOSTRAND AV,AV D,BKN175
30420157,R,40.7005338269,-73.9125952004,WYCKOFF AV,LINDEN ST,BKN042
31540011,S,40.5915185459,-73.9399870088,AV Y,NOSTRAND AV,BKS154
30610037,S,40.6759177088,-73.9987861102,COURT ST,HUNTINGTON ST,BKS061
30820181,D,40.6698995835,-73.9490917996,Street Name TBD,,BKN082
30120084,C,40.7118117576,-73.9631583377,BEDFORD AV,S 4 ST,BKN012
31320038,S,40.5802240726,-73.9670934603,NEPTUNE AV,OCEAN PKWY,BKS132
30210238,C,40.6910719384,-73.9860331454,FULTON ST,LAWRENCE ST,BKN021
30240131,S,40.6935833476,-73.9780517025,MYRTLE AV,ST EDWARDS STREET,BKN024
30120037,C,40.7165265138,-73.9588846098,N 5 ST,BEDFORD AV,BKN012
31430034,S,40.6314527709,-73.9473393571,AV H,NOSTRAND AV,BKS143
30630053,S,40.680376507,-73.9779478865,5 AV,WARREN ST,BKS063
31510124,D,40.5979785086,-73.9656924529,AV U,OCEAN PKWY,BKS151
31040095,S,40.6257771484,-74.0161262812,BAY RIDGE PKWY,FT HAMILTON PKWY,BKS104
31320139,R,40.5768560594,-73.9639009421,BRIGHTON BEACH AV,BRIGHTON 3 ST,BKS132
31030013,H,40.6222081615,-74.0288025676,4 AV,87 ST,BKS103
31320215,S,40.5800411771,-73.9720174141,W 5 ST,NEPTUNE AV,BKS132
30810212,D,40.6743475624,-73.9700056135,GRAND ARMY PLZ,GRAND ARMY PLZ,BKN081
30810142,S,40.6782929473,-73.963649105,WASHINGTON AV,BERGEN ST,BKN081
30130048,R,40.7147430777,-73.9535306938,MEEKER AV,N 6TH ST,BKN013
30540096,S,40.6584201491,-73.8901678196,PENNSYLVANIA AV,LINDEN BLVD,BKN054
30210025,H,40.6915003568,-73.9841113152,Street Name TBD,,BKN021
31750030,R,40.6410822005,-73.9487306256,NOSTRAND AV,AV D,BKN175
30730028,S,40.6468140408,-74.0083103396,5 AV,47 ST,BKS073
31210086,S,40.6278960015,-73.9890349037,16 AV,55 ST,BKS121
31610113,S,40.6711296887,-73.9109039625,ROCKAWAY AV,GLENMORE AVE,BKN161
30740061,S,40.6425513772,-74.0170012629,4 AV,57 ST,BKS074
31140039,D,40.6024642068,-74.0019906955,Street Name TBD,,BKS114
30430096,H,40.6924990689,-73.9076017077,KNICKERBOCKER AV,ELDERT ST,BKN043
30730013,S,40.644903299,-74.0102554925,5 AV,50 ST,BKS073
31250044,S,40.6454229801,-73.9736253423,Street Name TBD,,BKS125
30110034,S,40.7328921854,-73.9548925177,MANHATTAN AVE,HURON ST,BKN011
